data,valor
20170330,0.1225
20170331,0.1225
20170401,0.1225
20170402,0.1225
20170403,0.1225
20170404,0.1225
20170405,0.1225
20170406,0.1225
20170407,0.1225
20170408,0.1225
20170409,0.1225
20170410,0.1225
20170411,0.1225
20170412,0.1225
20170413,0.1125
20170414,0.1125
20170415,0.1125
20170416,0.1125
20170417,0.1125
20170418,0.1125
20170419,0.1125
20170420,0.1125
20170421,0.1125
20170422,0.1125
20170423,0.1125
20170424,0.1125
20170425,0.1125
20170426,0.1125
20170427,0.1125
20170428,0.1125
20170429,0.1125
20170430,0.1125
20170501,0.1125
20170502,0.1125
20170503,0.1125
20170504,0.1125
20170505,0.1125
20170506,0.1125
20170507,0.1125
20170508,0.1125
20170509,0.1125
20170510,0.1125
20170511,0.1125
20170512,0.1125
20170513,0.1125
20170514,0.1125
20170515,0.1125
20170516,0.1125
20170517,0.1125
20170518,0.1125
20170519,0.1125
20170520,0.1125
20170521,0.1125
20170522,0.1125
20170523,0.1125
20170524,0.1125
20170525,0.1125
20170526,0.1125
20170527,0.1125
20170528,0.1125
20170529,0.1125
20170530,0.1125
20170531,0.1125
20170601,0.1025
20170602,0.1025
20170603,0.1025
20170604,0.1025
20170605,0.1025
20170606,0.1025
20170607,0.1025
20170608,0.1025
20170609,0.1025
20170610,0.1025
20170611,0.1025
20170612,0.1025
20170613,0.1025
20170614,0.1025
20170615,0.1025
20170616,0.1025
20170617,0.1025
20170618,0.1025
20170619,0.1025
20170620,0.1025
20170621,0.1025
20170622,0.1025
20170623,0.1025
20170624,0.1025
20170625,0.1025
20170626,0.1025
20170627,0.1025
20170628,0.1025
20170629,0.1025
20170630,0.1025
20170701,0.1025
20170702,0.1025
20170703,0.1025
20170704,0.1025
20170705,0.1025
20170706,0.1025
20170707,0.1025
20170708,0.1025
20170709,0.1025
20170710,0.1025
20170711,0.1025
20170712,0.1025
20170713,0.1025
20170714,0.1025
20170715,0.1025
20170716,0.1025
20170717,0.1025
20170718,0.1025
20170719,0.1025
20170720,0.1025
20170721,0.1025
20170722,0.1025
20170723,0.1025
20170724,0.1025
20170725,0.1025
20170726,0.1025
20170727,0.0925
20170728,0.0925
20170729,0.0925
20170730,0.0925
20170731,0.0925
20170801,0.0925
20170802,0.0925
20170803,0.0925
20170804,0.0925
20170805,0.0925
20170806,0.0925
20170807,0.0925
20170808,0.0925
20170809,0.0925
20170810,0.0925
20170811,0.0925
20170812,0.0925
20170813,0.0925
20170814,0.0925
20170815,0.0925
20170816,0.0925
20170817,0.0925
20170818,0.0925
20170819,0.0925
20170820,0.0925
20170821,0.0925
20170822,0.0925
20170823,0.0925
20170824,0.0925
20170825,0.0925
20170826,0.0925
20170827,0.0925
20170828,0.0925
20170829,0.0925
20170830,0.0925
20170831,0.0925
20170901,0.0925
20170902,0.0925
20170903,0.0925
20170904,0.0925
20170905,0.0925
20170906,0.0925
20170907,0.0825
20170908,0.0825
20170909,0.0825
20170910,0.0825
20170911,0.0825
20170912,0.0825
20170913,0.0825
20170914,0.0825
20170915,0.0825
20170916,0.0825
20170917,0.0825
20170918,0.0825
20170919,0.0825
20170920,0.0825
20170921,0.0825
20170922,0.0825
20170923,0.0825
20170924,0.0825
20170925,0.0825
20170926,0.0825
20170927,0.0825
20170928,0.0825
20170929,0.0825
20170930,0.0825
20171001,0.0825
20171002,0.0825
20171003,0.0825
20171004,0.0825
20171005,0.0825
20171006,0.0825
20171007,0.0825
20171008,0.0825
20171009,0.0825
20171010,0.0825
20171011,0.0825
20171012,0.0825
20171013,0.0825
20171014,0.0825
20171015,0.0825
20171016,0.0825
20171017,0.0825
20171018,0.0825
20171019,0.0825
20171020,0.0825
20171021,0.0825
20171022,0.0825
20171023,0.0825
20171024,0.0825
20171025,0.0825
20171026,0.075
20171027,0.075
20171028,0.075
20171029,0.075
20171030,0.075
20171031,0.075
20171101,0.075
20171102,0.075
20171103,0.075
20171104,0.075
20171105,0.075
20171106,0.075
20171107,0.075
20171108,0.075
20171109,0.075
20171110,0.075
20171111,0.075
20171112,0.075
20171113,0.075
20171114,0.075
20171115,0.075
20171116,0.075
20171117,0.075
20171118,0.075
20171119,0.075
20171120,0.075
20171121,0.075
20171122,0.075
20171123,0.075
20171124,0.075
20171125,0.075
20171126,0.075
20171127,0.075
20171128,0.075
20171129,0.075
20171130,0.075
20171201,0.075
20171202,0.075
20171203,0.075
20171204,0.075
20171205,0.075
20171206,0.075
20171207,0.07
20171208,0.07
20171209,0.07
20171210,0.07
20171211,0.07
20171212,0.07
20171213,0.07
20171214,0.07
20171215,0.07
20171216,0.07
20171217,0.07
20171218,0.07
20171219,0.07
20171220,0.07
20171221,0.07
20171222,0.07
20171223,0.07
20171224,0.07
20171225,0.07
20171226,0.07
20171227,0.07
20171228,0.07
20171229,0.07
20171230,0.07
20171231,0.07
